From	Entry	GeneID	Organism	Entry Name	Interacts with
SLC35A5	Q9BS91	55032;	Homo sapiens (Human)	S35A5_HUMAN	Q14318; Q9NTJ5; Q9NV29; A0PK05
TMEM214	Q6NUQ4	54867;	Homo sapiens (Human)	TM214_HUMAN	
CHRNA3	P32297	1136;	Homo sapiens (Human)	ACHA3_HUMAN	
BASP1	P80723	10409;	Homo sapiens (Human)	BASP1_HUMAN	Q99732
BRAF	P15056	673;	Homo sapiens (Human)	BRAF_HUMAN	P15056; P01112; P08238; P46940; Q02750; P36507; Q13233; P01111; Q02156; P04049; Q15349; P31947; Q13114; P31946; P63104; Q61097; P29678; Q99N57; Q8CGE9
GGNBP2	Q9H3C7	79893;	Homo sapiens (Human)	GGNB2_HUMAN	
ARR3	P36575	407;	Homo sapiens (Human)	ARRC_HUMAN	O00444; O43298; Q96IT1; Q5T0T0; Q96IT1
NUP153	P49790	9972;	Homo sapiens (Human)	NU153_HUMAN	P29323; Q14974; Q16539-3; P49790; P70168
PBX4	Q9BYU1	80714;	Homo sapiens (Human)	PBX4_HUMAN	Q9NR81; P41182; Q13515; Q9NWQ9; Q9NX04; Q9NUG4; P42773; Q9Y6H1; P51800-3; Q9UBL6-2; Q01658; Q8N9N8; O00303; Q8IYI6; P35637; Q8TAE8; P55040; Q9BRT9; O95872; Q00403; Q9Y5Q9; P14652; P09067; Q00444; P31273; P09016; C9JCN9; P42858; Q8IY31-3; O94829; O60341; Q2WGJ6; P25791-3; Q96A72; P45984; O95983-2; O14770-4; Q8TD10; O43639; Q9HC98-4; P61970; Q9UNF0; Q9NRD5; Q8WWB5; Q92569; P55347; Q96KN3; O60437; P62877; Q0D2K3; Q5TAB7; Q9BWG6; Q9UHV2; Q96GM5; P00441; Q5MJ10; Q5MJ09; Q9NZD8; Q13148; Q9UBB9; Q8WV44; Q8WW01; Q96PN8; O14530; P0CB47; Q8N6Y0; A0A024R8A9; Q9NZC7-5; Q9Y3S2; A0A384ME25
RPS4X	P62701	6191;	Homo sapiens (Human)	RS4X_HUMAN	P55212; P06307; G5E9A7; Q01658; P22607; Q14957; P06396; Q00403; Q9Y5Q9; P02545; P62826; Q9Y371; Q7Z699; Q9Y649
NDUFB11	Q9NX14	54539;	Homo sapiens (Human)	NDUBB_HUMAN	O95471; Q15125; Q969F0; P08034; Q96P66; Q8TDT2; O15529; P31937; Q9NPL8
CDCA7L	Q96GN5	55536;	Homo sapiens (Human)	CDA7L_HUMAN	Q9ULW3; Q15327; X5D778; Q86SG2; Q5T686; Q9UL15; Q8N7W2-2; P55201-2; Q13895; Q9H257; Q6NZI2; Q8IYX3; Q8NHQ1; Q8WYA6; Q9UER7; Q9NPF5; P38919; Q9NTX9; Q8IZU0; Q08379; Q6PI77; O75031; Q8WYH8; A0A0C4DFT8; P60409; P25800; Q96EZ8; Q99750; Q6FHY5; P55081; P40692; Q6PF18; Q13084; P17568; Q9UGY1; P46087; P40424; P40425; Q9NRD5; Q9NWS0; P78356-2; Q96I34; Q96T49; Q9GZV8; Q8WWY3; Q9Y3A4; Q6IEG0; Q16384; Q9Y2D8; O75558; O75478; P0C1Z6-2; P19237; Q9Y228; Q8IWZ5; P11441; Q9NQZ2; Q8N5A5-2; P15622-3; Q7Z4V0; Q6ZNG0; O75541; A0A0S2Z4M1; P22607; P01112; P02545; Q8WWY3; Q7Z699; Q8IUH5
PIK3C2G	O75747	5288;	Homo sapiens (Human)	P3C2G_HUMAN	
NDUFS3	O75489	4722;	Homo sapiens (Human)	NDUS3_HUMAN	Q66PJ3-4; Q5JUW0-3; Q16718; P51970; O75306; P17152; Q9H8H3
CRABP1	P29762	1381;	Homo sapiens (Human)	RABP1_HUMAN	P13569; O14745; P07101-3; PRO_0000037576 [P27958]
MAG	P20916	4099;	Homo sapiens (Human)	MAG_HUMAN	
BAZ2A	Q9UIF9	11176;	Homo sapiens (Human)	BAZ2A_HUMAN	P16333; Q62187
RHOC	P08134	389;	Homo sapiens (Human)	RHOC_HUMAN	Q9Y4F9; Q96MK2
MTX2	O75431	10651;	Homo sapiens (Human)	MTX2_HUMAN	Q9BXJ5; Q8N6L0; Q15669; O75478; Q9UHD9
NGFR	P08138	4804;	Homo sapiens (Human)	TNR16_HUMAN	P05067; PRO_0000000093 [P05067]; P33681; Q96FE5; P01138; PRO_0000019600 [P01138]; Q9Y467; Q7Z699; Q9UNE7; O75509; P25233; Q9CPR8
EIF4G1	Q04637	1981;	Homo sapiens (Human)	IF4G1_HUMAN	O00571; O75822; P60842; P06730; Q04637; Q14103-4; P11940; Q9BWF3-1; Q9J0X9; P60842; Q9NQ94; Q8N5M1; Q2TAC2-2; P55273; Q99828; P56545-3; Q86UW9; Q9H0I2; P51116; Q15323; O76011; Q96HA8; Q9UBV8; Q96GM5
C1QTNF6	Q9BXI9	114904;	Homo sapiens (Human)	C1QT6_HUMAN	Q9BXJ1-2; O43765; Q96EQ0; PRO_0000449631 [P0DTD1]; Q9BXI9-2; Q9BWP8-1; P02769
CCL28	Q9NRJ3	56477;	Homo sapiens (Human)	CCL28_HUMAN	P51671; Q92583; O00585; Q9Y258; P13501; P02778; P48061; Q8WTU0; P51808; P02776; P25788; Q9UNE7; Q86WV8
LAMA3	Q16787	3909;	Homo sapiens (Human)	LAMA3_HUMAN	
LBR	Q14739	3930;	Homo sapiens (Human)	LBR_HUMAN	Q13185; P45973; P60033
NRDE2	Q9H7Z3	55051;	Homo sapiens (Human)	NRDE2_HUMAN	P53365; G5E9W6; Q9BT25; Q13352; Q9UBR4-2; Q9NX70; Q14696; Q9P2K3-2; Q9NZD8; Q9BRT2; Q9UK41-2
SLC30A3	Q99726	7781;	Homo sapiens (Human)	ZNT3_HUMAN	P25942; Q99675; Q9GZR5; Q96P31-6; P48165; Q8NBJ4; Q8TDT2; O15529; Q8TED1; Q7Z5P4; Q58DX5; Q9NX40; Q86VR2; Q6ZMZ0; O95197-3; Q9NY72; O95470; Q3KNW5; Q6XR72; Q9BRI3; O14863; Q8IWU4; O95436-2; Q9NQQ7-3; Q9NUH8; Q9NWH2
SNN	O75324	8303;	Homo sapiens (Human)	SNN_HUMAN	
WNT4	P56705	54361;	Homo sapiens (Human)	WNT4_HUMAN	
ZNF701	Q9NV72	55762;	Homo sapiens (Human)	ZN701_HUMAN	
DNAH1	Q9P2D7	25981;	Homo sapiens (Human)	DYH1_HUMAN	
ZNF470	Q6ECI4	388566;	Homo sapiens (Human)	ZN470_HUMAN	
SNRNP35	Q16560	11066;	Homo sapiens (Human)	U1SBP_HUMAN	X5D778; P45973; Q2TAC2-2; P40227; P61024; P49761; Q9H8Y8; Q9H8W4; P17612; P20340-2; P0C264; P50454; Q92966; Q9BSW7; P37173; Q01081; P55072
DHX32	Q7L7V1	55760;	Homo sapiens (Human)	DHX32_HUMAN	Q3B820
ZC3H12A	Q5D1E8	80149;	Homo sapiens (Human)	ZC12A_HUMAN	Q9NZD4; Q9Y297; P59910; Q9Y6K9; O43187; Q7Z4N8; P84022; Q14694
SRSF1	Q07955	6426;	Homo sapiens (Human)	SRSF1_HUMAN	Q86X95; P49759-3; P23511; Q9UBU9; Q14684; P08621; Q96SB4; P62995; O00463; Q01081; O70551; O54781
NRG1	Q02297	3084;	Homo sapiens (Human)	NRG1_HUMAN	P21860; Q15303; P04626; P21860; P07307-3; P21854; Q8N5M9; Q86VI4; Q96JQ5; P60201-2; Q969K7
MKNK2	Q9HBH9	2872;	Homo sapiens (Human)	MKNK2_HUMAN	Q16539; P46379-2; O14901; Q14696; P25786
TSPAN15	O95858	23555;	Homo sapiens (Human)	TSN15_HUMAN	O14672; P04921; P0DN84; Q8N205
CBFA2T2	O43439	9139;	Homo sapiens (Human)	MTG8R_HUMAN	Q99750; Q9P0J1; Q9GZV8; P17987; O95429; Q9Y592-2; Q9BVG8-5; Q52LG2; P43360; Q9BSU1; Q9GZV8; Q9NQX0; Q9BRV8; O60504; P15884-3; Q96GY0
XPO5	Q9HAV4	57510;	Homo sapiens (Human)	XPO5_HUMAN	Q92876
ATOX1	O00244	475;	Homo sapiens (Human)	ATOX1_HUMAN	P35670; O43822; P49747; Q9NWS6; O95749; Q8N987
IDH3B	O43837	3420;	Homo sapiens (Human)	IDH3B_HUMAN	PRO_0000014436 [P50213]
PIN4	Q9Y237	5303;	Homo sapiens (Human)	PIN4_HUMAN	Q9P209; Q8IZU0; Q969F0; P43364-2; Q8ND90; Q96C00; P43364
ENTPD3	O75355	956;	Homo sapiens (Human)	ENTP3_HUMAN	Q8N205; Q3SXY8; Q96BA8; Q9Y282; Q5JX71; Q8TBE3; Q6P531; Q99795; P38484; A8MZ59; Q8TAF8; P15941-11; P54829; P32856-2; Q96A25
ULK3	Q6PHR2	25989;	Homo sapiens (Human)	ULK3_HUMAN	Q16543
PPP3CC	P48454	5533;	Homo sapiens (Human)	PP2BC_HUMAN	P49418; P05067; P63098; Q96N06; Q13432
FKBPL	Q9UIM3	63943;	Homo sapiens (Human)	FKBPL_HUMAN	Q8WVL7; Q13137
KLHL25	Q9H0H3	64410;	Homo sapiens (Human)	KLH25_HUMAN	
DDX1	Q92499	1653;	Homo sapiens (Human)	DDX1_HUMAN	Q8NCA5; Q9Y224; P0DTC9; PRO_0000037415 [P0C6Y1]; P04618
DNAJB11	Q9UBS4	51726;	Homo sapiens (Human)	DJB11_HUMAN	P11021; P15516; Q8ZQQ2
THOC3	Q96J01	84321;	Homo sapiens (Human)	THOC3_HUMAN	
ACTN1	P12814	87;	Homo sapiens (Human)	ACTN1_HUMAN	P35609; Q08043; Q92624; Q96QS3; Q9NWQ9; Q13936; Q8NA61; P63172; P05198; Q7L775; O95257; Q9Y223; Q8NC69; Q8TBB1; Q8IY33; A0A0S2Z4Y0; Q9NP98; Q9NPC6; Q6ZUT1; P00973; P00973-2; P50479; Q9BYB0; P12931; Q8N3V7; Q9H987-2; Q8WZ42; P10599; O75604; B2R8Y4; Q8VC66; PRO_0000037577 [P27958]
CAPN5	O15484	726;	Homo sapiens (Human)	CAN5_HUMAN	
IWS1	Q96ST2	55677;	Homo sapiens (Human)	IWS1_HUMAN	
SFT2D2	O95562	375035;	Homo sapiens (Human)	SFT2B_HUMAN	Q13520; P18859; Q12982; Q9GZR5; Q8TDT2; P31937; Q8NBQ5; Q7Z5P4; P38484; Q9BT40; Q70IA6; Q9ULP0-2; Q96AL5; Q99541; O60664; Q9BRK0; Q9H6H4; Q14973; Q3KNW5; Q8IWU4; P27105; Q9NYW4; O43615; Q96AN5; Q9NUH8; Q9NW97
FCF1	Q9Y324	51077;	Homo sapiens (Human)	FCF1_HUMAN	Q9P287; Q5MJ68
ATP1B1	P05026	481;	Homo sapiens (Human)	AT1B1_HUMAN	P30556; P05067; P05023; Q8IZU9; P02730; PRO_0000033087 [P61278]; O76024
NISCH	Q9Y2I1	11188;	Homo sapiens (Human)	NISCH_HUMAN	Q9Y2I1; P51151; P61107; P05714
PLEKHG5	O94827	57449;	Homo sapiens (Human)	PKHG5_HUMAN	O43865; Q15669; P61587
ZFAND2B	Q8WV99	130617;	Homo sapiens (Human)	ZFN2B_HUMAN	Q9H672-2; Q15038; G3V162; Q9UMX0-2; Q9UHD9
LRP3	O75074	4037;	Homo sapiens (Human)	LRP3_HUMAN	
FGF5	P12034	2250;	Homo sapiens (Human)	FGF5_HUMAN	
CD164	Q04900	8763;	Homo sapiens (Human)	MUC24_HUMAN	P61073; P49639; Q7Z3S9; P0DPK4
THRAP3	Q9Y2W1	9967;	Homo sapiens (Human)	TR150_HUMAN	P68400; P38919; Q9UBU9; P23246; Q13573
SERPINB11	Q96P15	89778;	Homo sapiens (Human)	SPB11_HUMAN	
DHPS	P49366	1725;	Homo sapiens (Human)	DHYS_HUMAN	P49366; P63241; Q9GZV4; Q8TBB1; P27361; Q6FHY5; Q9GZT8; Q96HA8; Q6ZVK8; P26367; Q9HD43; O00194; P09455; Q04864; Q04864-2; P32969; Q7L8A9; P52744; P52744-2
SCAMP5	Q8TAC9	192683;	Homo sapiens (Human)	SCAM5_HUMAN	Q13520; P53365; Q9HA82; Q969F0; P39905-3; Q7Z5P4; P15941-11; P57054; Q9UKF7-2; O95470; Q99961; Q3SXP7; Q3KNW5; Q9NPL8; Q96MV1; Q9NUH8; Q9Y320; P49638; P46096; P46097
CTSO	P43234	1519;	Homo sapiens (Human)	CATO_HUMAN	Q92993; Q8TAP4-4; P17252; Q15047-2; P61981
PAK6	Q9NQU5	106821730;56924;	Homo sapiens (Human)	PAK6_HUMAN	P60953; O75031; Q5S007; Q9H4E5; Q96L33
MUC6	Q6W4X9	4588;	Homo sapiens (Human)	MUC6_HUMAN	
PXMP2	Q9NR77	5827;	Homo sapiens (Human)	PXMP2_HUMAN	P40855; O15304
SLC7A11	Q9UPY5	23657;	Homo sapiens (Human)	XCT_HUMAN	P16070; Q07627; Q8IUG1; P08195-4
NDUFS6	O75380	4726;	Homo sapiens (Human)	NDUS6_HUMAN	
MTMR1	Q13613	8776;	Homo sapiens (Human)	MTMR1_HUMAN	
PEPD	P12955	5184;	Homo sapiens (Human)	PEPD_HUMAN	P54253; P54274
TTC19	Q6DKK2	54902;	Homo sapiens (Human)	TTC19_HUMAN	P21549; P07741; P54253; Q9H1P6; Q5JTJ3; Q9NQL9; Q9NRA8; Q96C01; Q9NTX9; P07954; Q9C0B1-2; Q9H8Y8; O95872; P35452-2; O43464; P42858; Q8IYA8; Q8WXH2; Q96JM7; Q96JM7-2; O43679; P12872; Q9BRK3; Q15742; O00746; P78424; P0CG20; P09455; Q04864; Q9BVN2; Q9H788; Q6ZSJ9; Q8N1D0-2; Q9H0W8; Q13207; O15273; A0A024R8A9; Q70EL1-9; P0C7X2
TRUB1	Q8WWH5	142940;	Homo sapiens (Human)	TRUB1_HUMAN	
CUL1	Q13616	8454;	Homo sapiens (Human)	CUL1_HUMAN	Q9Y4X5; Q9Y297; Q86VP6; O60826; P41002; Q8ND76; P49427; P46527; P13569; Q96EF6; Q8NEZ5; Q9UK99; Q7Z6M2; Q9UKT5; Q9NRD1; Q9UKB1; Q9UKT8; Q969H0; P08238; Q00987; O75586; Q15843; P62877; P63208; Q13309; P61081; O94888; P67809; Q8BFZ4; Q8C4V4; Q83730; P52491; Q6TVW2
SLC28A3	Q9HAS3	64078;	Homo sapiens (Human)	S28A3_HUMAN	
SASH1	O94885	23328;	Homo sapiens (Human)	SASH1_HUMAN	
FAM161B	Q96MY7	145483;	Homo sapiens (Human)	F161B_HUMAN	Q9NYB9-2; Q86SG2; Q8TD16-2; Q6QNY1; Q96GS4; Q9H257-2; Q9Y3M2; Q86Z20; Q8IYE1; Q96M89-2; P0C7W6; Q2TAC2-2; Q8IWF9; A6NC98; Q01850; Q86X02; Q53EZ4; Q8NHQ1; Q9BW66; Q9UI47-2; Q8WTU0; Q96B26; O95995; Q08379; Q9NYA3; A6NEM1; Q86YR5-3; Q96CS2; Q9NSC5; Q96ED9-2; O75031; Q9ULR0-1; Q86T90; Q9Y250; Q9UPY8; Q99750; Q99687-3; Q9UJV3-2; Q8TD10; Q5JR59-3; P17568; Q7Z6G3-2; O43482; Q9NRD5; Q9UPG8; Q8ND90; Q969Q6; Q6NUQ1; Q7L8J4; O95238; A0A286YEY3; O75558; P61266; Q8N0S2; Q8IYF3-3; Q9BXU0; Q9UBB9; Q13077; Q12933; Q9C019; Q9BZW7; Q2TAA8; Q5W5X9-3; Q6PF05; Q495M9; Q8N6Y0; Q8N1B4; Q9NQZ6; Q9UDV6; Q9UGI0
F13A1	P00488	2162;	Homo sapiens (Human)	F13A_HUMAN	Q8WXK3-2; Q9BXL8; Q96MX0; Q99944; Q6NXG1; Q6NXG1-3; Q96GL9; Q14005-2; Q9Y2M5; Q6DKI2; Q6P4D5-2; P19388; Q6ZMI0-5; Q8WZ73-3; Q2NKQ1-4; O15273; O60830; Q8IUR5-4; O60636; Q9NZC7-5; Q96EF9; Q7Z783
POLRMT	O00411	5442;	Homo sapiens (Human)	RPOM_HUMAN	P52815; Q96QE5
ANAPC16	Q96DE5	119504;	Homo sapiens (Human)	APC16_HUMAN	O75031
GALNT5	Q7Z7M9	11227;	Homo sapiens (Human)	GALT5_HUMAN	
CDH9	Q9ULB4	1007;	Homo sapiens (Human)	CADH9_HUMAN	
PET100	P0DJ07	100131801;	Homo sapiens (Human)	PT100_HUMAN	
KPNA6	O60684	23633;	Homo sapiens (Human)	IMA7_HUMAN	X5D778; Q92688; Q96C86; Q86YD7; O14893; P01583; Q14653; O75564-2; Q92993; Q14974; P20700; Q9Y5V3; Q9HAN9; P46087; Q9UKX7; Q9BUI4; Q96HA1-2; P78424; O43148; Q15637; Q16594; P03466; P31345; Q05322
ZNF335	Q9H4Z2	63925;	Homo sapiens (Human)	ZN335_HUMAN	Q8N163
ACOX3	O15254	8310;	Homo sapiens (Human)	ACOX3_HUMAN	
GJB2	P29033	2706;	Homo sapiens (Human)	CXB2_HUMAN	Q86WK6; P35414; Q13520; Q3SXY8; Q15125; Q9Y282; Q5JX71; O15552; P36382; P48165; P08034; P29033; Q8TDT2; O15529; Q7Z5P4; O95279; P26715; Q8TAF8; Q9HCJ2; Q6ZSS7; Q96DS6; O00623; Q96CS7; Q9NR31; Q3SXP7; P54219-3; Q9BRI3; Q8WWF3; Q0VAB0; Q8N6K0; Q9NPL8; Q96MV1; Q9BX73; Q96A25; Q96Q45-2; Q9Y320; P34981
PLEKHJ1	Q9NW61	55111;	Homo sapiens (Human)	PKHJ1_HUMAN	Q14657; Q96HA8; Q8N4B1-4; Q6ICB4; Q8WWB5
FAM20C	Q8IXL6	56975;	Homo sapiens (Human)	FA20C_HUMAN	Q9NP70; Q6UX39; O14791; P05060; Q9NRM1; Q96MK3; P02671; P08833; P02810; P01008; P10451; PRO_0000020321 [P10451]; P02666
SIAE	Q9HAT2	54414;	Homo sapiens (Human)	SIAE_HUMAN	
CEP85L	Q5SZL2	387119;	Homo sapiens (Human)	CE85L_HUMAN	O00233; Q8IYF3-3; Q8TAU3
SEC24B	O95487	10427;	Homo sapiens (Human)	SC24B_HUMAN	
FGR	P09769	2268;	Homo sapiens (Human)	FGR_HUMAN	P09917; P10275; P00533; P04626; P08238; P10721; P08581
LZIC	Q8WZA0	84328;	Homo sapiens (Human)	LZIC_HUMAN	Q8WXH2; P55072; Q96NG5
CENPT	Q96BT3	80152;	Homo sapiens (Human)	CENPT_HUMAN	Q5EE01
AP5B1	Q2VPB7	91056;	Homo sapiens (Human)	AP5B1_HUMAN	Q9H0R1-1; Q13554; Q9GZT8
SNX21	Q969T3	90203;	Homo sapiens (Human)	SNX21_HUMAN	O75031
TRIM62	Q9BVG3	55223;	Homo sapiens (Human)	TRI62_HUMAN	Q96JC9; O95208-2; Q9NQT4; Q9NVQ4-2; P35754; Q6NYC8; Q8TDD2; Q9P0N9; Q9BVG3; P51668; P61077; Q9Y2X8; Q969T4; O14933; O94888; Q68CQ4
OLFM2	O95897	93145;	Homo sapiens (Human)	NOE2_HUMAN	Q8IUG1; P0DPK4
MYSM1	Q5VVJ2	114803;	Homo sapiens (Human)	MYSM1_HUMAN	Q5T2T1
ADIPOR2	Q86V24	79602;	Homo sapiens (Human)	PAQR2_HUMAN	P55061
NDUFA8	P51970	4702;	Homo sapiens (Human)	NDUA8_HUMAN	G5E9A7; O75489; Q7Z699
FNBP1L	Q5T0N5	54874;	Homo sapiens (Human)	FBP1L_HUMAN	P78325; Q9Y4D1; Q8X482
ING1	Q9UK53	3621;	Homo sapiens (Human)	ING1_HUMAN	P15559; Q96A65-2
PSMB1	P20618	5689;	Homo sapiens (Human)	PSB1_HUMAN	O95994; Q9NZD4; Q9HBZ2; Q8N7W2-2; Q96CA5; Q9NP55; Q13555-5; Q9NUG4; O60729; Q16740; Q9Y2V7; P78358; Q9UIA0; Q8WTU0; Q96C01; Q9Y247; Q8TAE8; O14893; P57678; Q86WP2; Q4V328; Q9BX10; Q9NP66; P49639; P42858; Q9P2X3; Q96N16; Q9H079; Q7Z7F0-4; Q9BVG8; Q9BVG8-5; A1A4E9; P19012; Q15323; O76011; O76013-2; Q6A162; Q3LI76; Q8IUB9; Q3SYF9; Q8IUC3; Q5T751; Q5T754; O43679; Q96BZ8; Q9UBR4-2; Q9HAP6; P25800; Q9NQ48; Q9UPY8; Q13064; Q8NB16-2; Q6NTE8; Q5JR59-3; P60323-2; P49821; O00746; O43482; Q6GQQ9; P78356-2; Q58EX7; Q9Y244; P25786; P49721; P49720; P28070; P28074; Q99436; Q53H96; P57055; O76064; Q9NQG5; Q9UIY3; Q8N488; Q6ZMJ2-2; Q99961; P84022; Q12824-2; Q93045; P0C1Z6; Q8TBB0; Q08117-2; Q9H0E2; Q13077; Q12933; P36406; P14373; Q9HCM9-2; Q6PID6; Q8TF42; Q5SQQ9-2; O76024; P23025; A0A0C4DGF1; Q13360-2; Q7Z4V0; P0C7X2; Q6NX45
TBC1D20	Q96BZ9	128637;	Homo sapiens (Human)	TBC20_HUMAN	P55056; Q13520; Q15125; Q9NUH8; PRO_0000037576 [P27958]
KRT5	P13647	3852;	Homo sapiens (Human)	K2C5_HUMAN	P18054; Q0VD86; Q9BVG8; Q9BVG8-5; P02533; P19012; P08779; P08727; Q2M2I5; Q7Z3Z0; Q7Z3Y8; Q7Z3Y7; Q15323; Q92764; O76015; Q6A162; Q13835-2
CPAMD8	Q8IZJ3		Homo sapiens (Human)	CPMD8_HUMAN	
L3MBTL4	Q8NA19	91133;	Homo sapiens (Human)	LMBL4_HUMAN	Q9Y2I6; O75031; O00505
TRMT10B	Q6PF06	158234;	Homo sapiens (Human)	TM10B_HUMAN	P32243-2
GFRA1	P56159	2674;	Homo sapiens (Human)	GFRA1_HUMAN	Q92673
TBL1Y	Q9BQ87	90665;	Homo sapiens (Human)	TBL1Y_HUMAN	
SLU7	O95391	10569;	Homo sapiens (Human)	SLU7_HUMAN	Q13155; Q9UBB4; Q8NHQ1; Q9H4E7; Q13643; P14136; Q08379; Q9Y6K9; Q8WXH2; Q6A162; Q17RB8; Q9BRK4; P23508; P19404; Q8NI38; Q9BZ95; Q4G0R1; Q9H2H8; O43395; Q6P2Q9; Q13435; Q96N21; Q9NVV9
DYNC1LI1	Q9Y6G9	51143;	Homo sapiens (Human)	DC1L1_HUMAN	P15259; Q04864
FPGS	Q05932	2356;	Homo sapiens (Human)	FOLC_HUMAN	
BMPR1A	P36894	657;	Homo sapiens (Human)	BMR1A_HUMAN	P12643; P12644; P43026
DET1	Q7L5Y6	55070;	Homo sapiens (Human)	DET1_HUMAN	
SLC30A5	Q8TAD4	64924;	Homo sapiens (Human)	ZNT5_HUMAN	
FEM1A	Q9BSK4	55527;	Homo sapiens (Human)	FEM1A_HUMAN	P09110; A6NEM1; Q0VD86; Q9BVG8-5; Q9UDY8-2; Q5VTT5-2; O14561; Q8N543; Q9NZC7-5
SI	P14410	6476;	Homo sapiens (Human)	SUIS_HUMAN	
SAMD8	Q96LT4	142891;	Homo sapiens (Human)	SAMD8_HUMAN	
C9	P02748	735;	Homo sapiens (Human)	CO9_HUMAN	P00441
RPS27L	Q71UM5	51065;	Homo sapiens (Human)	RS27L_HUMAN	Q00987
NUDT12	Q9BQG2	83594;	Homo sapiens (Human)	NUD12_HUMAN	Q13867
CASP6	P55212	839;	Homo sapiens (Human)	CASP6_HUMAN	Q9Y614; Q6DHV7-2; Q6UY14-3; Q96MA6; Q5T2L2; Q96Q83-2; Q9Y303-2; Q9NU02; P09525; P06727; Q8WW27; Q66PJ3-4; Q6XD76; P18848; Q9H0Y0; Q14032; P54687-4; P06276; Q9NSI6-4; Q96Q07-2; Q9H0W9-3; Q9NQ89; Q13901; Q3SXR2; Q8N1A6; P17655; P20807-4; P42574; P55212; O00257-3; P24863; Q9NNX6-10; Q9UJX2; P42773; O95674; Q494V2-2; Q8WUX9; Q9Y3D0; Q8N365; Q99966; P09496-2; Q6PJW8-3; Q96BR5; P02458-1; Q9UGL9; Q9UKG9-2; P26998; P35222; Q53TN4; P61962; O60479; Q96EY1-3; Q92782-2; Q9BPU6; A0AVK6; Q658K8; O00303; Q13347; O00472; O00423; Q6NXG1-3; Q49AJ0-4; Q8N128-2; Q8IZU1; Q6ZNL6; Q9NSA1; Q06547-3; Q49A26-4; Q9HAV0; Q6NXT2; Q9BT25; Q9NRZ9-6; Q96EW2-2; P42858; Q8N6M8-2; Q92613; P0C870; Q9UK76; Q8N5Z5; Q8TBB5-2; Q9UH77; Q8N4N3-2; Q5JUW0-3; Q8N1A0; P13473-2; Q6DKI2; Q9H2C1; Q8N0U6; Q9Y234; Q8TBB1; Q1L5Z9; Q96JB6; Q16609; Q8IYG6; P0DP58-2; Q969L2; P27338; A6NJ78-4; Q96C03-3; Q8N5J2-3; A0A0A0MR05; P34949-2; Q9BV20; Q6IN84-2; A2RUH7; P01106; Q9H7X0; Q15742-2; Q9UJ70-2; Q8NDH3-5; Q96HA8; P36639-4; Q8NFH4; Q8NFH3; Q7Z3B4; Q3SX64; Q6N063-2; Q6GQQ9-2; Q9H8K7; Q99447; P27815-4; O15534; Q9BUL5; Q00169; P48739; P61925; Q58EX7-2; O60664; Q14181; P0DPB6; P36954; Q07869; O60927; Q6ZMI0-5; P54619; Q8NCQ7-2; P41222; P29074; Q8WUD1-2; Q5R372-9; Q9HD47-3; Q09028; Q04206; P47804-3; Q15382; Q06587; Q8N5U6; P62701; Q66K80; Q01826; O15126; P22307-3; Q9BRK5; Q9NTN9-3; P01011; Q15393; Q9NR46; Q9BZQ2; O60902-3; Q86US8; P37840; Q96H20; Q13573; Q7Z6I5; Q496A3; Q9C004; Q5W111-2; Q96BD6; Q92797-2; O60506-4; O15273; Q86WV5; Q96A09; P54274-2; P22735; O43548; Q9NQ88; Q9UIK5-2; Q53NU3; P04637; Q12888; P36406; Q86WT6-2; Q13885; P49459; Q9P1Q0-4; Q9NX94; Q8NA23-2; Q9BQA1; O00755; O95070; O43829; Q8IWT0-2; Q53FD0-2; Q05CR2; Q96JL9-2; Q96LX8; Q3KNS6-3; Q5JTY5; A0A384MDV8; B7Z3E8; Q86V28
THAP5	Q7Z6K1	168451;	Homo sapiens (Human)	THAP5_HUMAN	
NAA38	Q9BRA0	84316;	Homo sapiens (Human)	LSMD1_HUMAN	Q86V38; Q92876; Q92802; O76083; P86479
